username,text
cbellantoni,"RT @brittny_mejia: When you can storm the Capitol, but don't know how to empty your deleted folder

https://t.co/ZJ1R3VFOOb https://t.co/64..."
cbellantoni,"RT @CShalby: The goal to vaccinate the masses against COVID-19 still remains largely aspirational in California, but it's been difficult at..."
cbellantoni,"Bernie mittens meme has already made it to 3D cutout porch status in Burbank, California. https://t.co/9iJ8tBzWPk"
cbellantoni,RT @PoliticsReid: Huffington Post has identified 16 Republican state legislators who participated in the Trump rally before the insurrectio...
cbellantoni,"And I'll be on with the fabulous @mlagos! We're discussing California, the new vice president and today's fanfare. https://t.co/M9PclM1dje"
cbellantoni,You go Cavanaugh!
cbellantoni,"@evale72 Mine: ""When is this boring news going to be over?""

Also shouting at Biden: ""Hey dude put your mask on!"""
cbellantoni,"Sorry, Kevin!"
cbellantoni,RT @JudyWoodruff: the first..! https://t.co/LfJ8JYaUw5
cbellantoni,This  https://t.co/S9zPSbsZCg
cbellantoni,"RT @Yamiche: President-elect Joe Biden plans  to sign 17 executive actions today in the Oval Office including:
-National mask mandate
-Esta..."
cbellantoni,"RT @tamarakeithNPR: President Trump has, in the final hours of his presidency, revoked the executive order on ethics he signed in his first..."
cbellantoni,"@charpruett @USCAnnenberg I just taught this today in Intro to Reporting and Writing. 

It's a good reason to have... https://t.co/IyE6fAUI5U"
cbellantoni,@charpruett @USCAnnenberg Did I ever tell you about the time I didn't hire the Harvard intern because his FB profil... https://t.co/oDDHYBlFCU
cbellantoni,@pattmlatimes christina.bellantoni@usc.edu ... Miss you!
cbellantoni,@StevePadilla2 I have saved many of your #writingtips threads as examples to use this semester!
cbellantoni,"One of our exercises will be to ""cover"" a press conference. I'm debating topical vs. historical, and am taking nomi... https://t.co/WATHlsveEA"
cbellantoni,Teaching undergraduates their first Intro to Reporting and Writing class tomorrow. Your best tips for the very basi... https://t.co/wTPdsKqHuR
cbellantoni,"RT @skarlamangla: as of yesterday, 1,303,518 vaccine doses have been administered in California, about 40% of the supply the state has rece..."
cbellantoni,"RT @phihado:  we're hiring a data &amp; graphics reporter 

last year i worked w/ @seangreene89, @caseymmiller &amp; @andyroberson22 to make a vo..."
cbellantoni,"RT @FolgerLibrary: An episode that feels particularly relevant today: Witmore, @cspan's Brian Lamb, and @cbellantoni discuss Shakespeare's..."
cbellantoni,@priyakkumar I have no shorts
cbellantoni,"PS, Old school Sesame Street is a great way to keep kids occupied during Zoom meetings."
cbellantoni,That time that all of Sesame Street packed up and went to Hawaii. They even airlifted Mr. Snuffleupagus via helicop... https://t.co/2SMKRoaka1
cbellantoni,"Appreciate this unfortunately true sentiment from guest Playbook editor @benshapiro: ""Our social fabric is torn...... https://t.co/TbUXfq5KMw"
cbellantoni,"In non-impeachment news, may we all be inspired by the story of Patches. 

cc @AmandaBecker 

Pet cat missing aft... https://t.co/zNouCGt4Mc"
cbellantoni,RT @AmandaBecker: The House has impeached Trump 232-to-197. Ten Republicans joined Democrats. Trump is the first U.S. president to be impea...
cbellantoni,@StevePadilla2 @latimes I'm so sorry. Sending warmth your way.
cbellantoni,"""Best"" is not a word I can use here, but yes, this is a powerful video. 

Extremely disturbing. https://t.co/eVDU2bcZLh"
cbellantoni,"This piece gets at the heartbreak for the beautiful Capitol building itself. 

That's one of the things that's upse... https://t.co/BJ9lXdKp60"
cbellantoni,"Definitely including this in my unit on ledes for my Intro to Reporting and Writing class this semester. 

https://t.co/xnGvWFP15x"
cbellantoni,"This entire sentence from NBC alert would have been indecipherable when I started my journalism career in 1998. 

""... https://t.co/Odf4n0wIPr"
cbellantoni,RT @whoisbenchang: Letting this image cleanse my mind of the ones from yesterday...
cbellantoni,@JusticeGGreen @rollcall @cyram @cameron_easley @jasonjdick @kaitiekov @nielslesniewski @StevenTDennis @ha_nah_nah... https://t.co/Cegc50LuMQ
cbellantoni,"RT @chrisgeidner: BREAKING: President Trump, still locked out of his Twitter account, concedes the race through a statement issued via twee..."
cbellantoni,@meredithshiner Thought this multiple times today
cbellantoni,@JohannaMaska Guilty
cbellantoni,"""Capitol Police did have a plan, but apparently they assumed business as usual...They didn't expect Trump to incite... https://t.co/GqrWW47u9C"
cbellantoni,"Can someone please make me a clip of Pelosi saying ""You were late."""
cbellantoni,"RT @bridgetbhc: ""Can I do the hardest part of my job and ask you what you are thinking right now?""

A must-read account from my Bad News Ba..."
cbellantoni,"Couldn't agree more. So proud of you @sarahdwire, and glad you're okay. Thank you for sharing your voice. https://t.co/iSJYwGW5C1"
cbellantoni,"RT @jim_newell: GOP Rep. Chip Roy gets a standing ovation from Democrats on voting not to reject the election: ""That vote may sign my polit..."
cbellantoni,"RT @jbendery: Nancy Pelosi is safe, I can confirm with no other details."
cbellantoni,"@Neda_Semnani Crazy heartbreaking, crazy scary, just plain crazy."
cbellantoni,PS extra bonus hearing @nielslesniewski explain what is going on. Thanks for being one of the best!
cbellantoni,RT @mkraju: Capitol Police instructs people to evacuate House Cannon building. No reason was given
cbellantoni,"I wouldn't have even considered anything else. 
#proudcspannerd https://t.co/rYwOlMRdOW"
cbellantoni,@iiwrites https://t.co/iTRgiExJ43
cbellantoni,@djlavoie @ConMijente I will never forget that you are the person who got me to think about Georgia as a future pur... https://t.co/9EHG868IJD
cbellantoni,@brahn @loisbeckett @AlishaRai winner!
cbellantoni,"In other news, 10 years ago this was the most exciting thing happening in politics. 

#boehnertears #NeverForget https://t.co/qT1NqEP0XN"
cbellantoni,@jesssmflores @sfchronicle Fantastic news! Congrats!
cbellantoni,"@Tomas_Mier It's become my weird, illogical habit, yes. How long do you wait before taking a new breath? How far aw... https://t.co/6FONheSI5i"
cbellantoni,"@ASDem This is effective but also I strongly recommend Boogie Spray and Boogie Wipes, both of which I made fun of b... https://t.co/tfbptVNAOE"
cbellantoni,@JulieWestfall @priyakkumar @phihado It still is terrific.
cbellantoni,Love me some #context threads  https://t.co/zHX1PT0aLo
cbellantoni,RT @saba_h: This whole thread is honestly so hard to read. Take COVID seriously.
cbellantoni,"@AustinCross My condolences, sending best wishes. What a story!"
cbellantoni,This was the best part of WW84. https://t.co/MDFf3HWxKl
cbellantoni,The empty Santa Cruz Beach Boardwalk is real eerie. https://t.co/HYaFqBkhY8
cbellantoni,"RT @allisonwisk: BREAKING: Alex Padilla becomes California's first Latino U.S. senator, replacing Kamala Harris https://t.co/DG40trQXVn fro..."
cbellantoni,@bdelossantos1 What!!!! Yesssssssssss!
cbellantoni,RT @ANNMediaSports: #BREAKING: USC is opting out of playing a bowl game. A university statement said the decision was reached collectively...
cbellantoni,"Bravo, Mark! I loved working with you and you will be missed! https://t.co/knFJqs0PrL"
cbellantoni,RT @gstables: Congratulations @amara_media for your proposal being recognized &amp; supported by @ONA. We are all excited about the work and ea...
cbellantoni,RT @jessica_roy: When will I get the vaccine? How much will it cost? Where will I get it? What if I have allergies? What about seniors or p...
cbellantoni,RT @piperhudsburn: One of the more interesting part of the KY Electoral vote today is the part of their oath that requires them to pledge t...
cbellantoni,RT @StevePadilla2: Folks: The @latimes is looking for a deputy bureau chief in our DC bureau. It's a helluva team there.
cbellantoni,"@jessica_roy @CShalby Miss lots of things about this, including Joe."
cbellantoni,"RT @SashaAnawalt: Had my doubts that my students could learn audio at a high level during shutdown, but @polinavcherezov proved me wrong. @..."
cbellantoni,"RT @ZoeTillman: NEW: The US Supreme Court rejected a GOP election challenge in Pennsylvania in a one-sentence order, with no noted dissents..."
cbellantoni,"RT @FiscalNote:  RSVP to our virtual celebration of @CQnow's 75th + @rollcall's 65th anniversary! W/@HonMartinFrost, #NewsNotNoise's @Jess..."
cbellantoni,@cyram Bless you.
cbellantoni,RT @newsterrier: Calling new #journalism grads: Apply today for the @LAPressClub Foot in the Door fellowship for one-on-one mentoring + a $...
cbellantoni,RT @bridgetbhc: CQ is turning 75 and Roll Call is turning 65! Join us for a virtual event on Dec. 15 celebrating CQRC with special guests i...
cbellantoni,"This interactive is excellent. One question -- how is ""teacher"" defined because I presume (and believe it should be)... https://t.co/8g7IAcbpl9"
cbellantoni,@TomHReynolds @ASDem How about the little penis hats so they don't pee everywhere? Spoiler alert: you will never be... https://t.co/MXgU35mIzC
cbellantoni,Beautiful and awful. https://t.co/2yoxK1m0m5
cbellantoni,PS don't worry we haven't let him watch the actual movie.
cbellantoni,Surprise! 3-year-old's pandemic era Ghostbusters soundtrack obsession actually dominated. Last one became a favorit... https://t.co/ndd2wpdBc7
cbellantoni,Terrified to look at my Spotify year-end because of how much Alvin and the Chipmunks it's gonna have. #momlife
cbellantoni,@lauraelizdavis Happy birthday!!! Hope you're enjoying every second.
cbellantoni,"@lizzieohreally Yummy yucky (Leslie Patricelli stuff is all good)
If I had a dinosaur 
The book with no pictures (w... https://t.co/qtgxP5p3KK"
cbellantoni,@tamarakeithNPR @lizzieohreally 
cbellantoni,@mitrakalita Amazing! Let me know if student media can be part of that community network!
cbellantoni,@nicolawenz @MyNews13 Wonderful news! Congrats!
cbellantoni,@lizzieohreally I do thick layer of coconut oil before sleep. Put socks over your hands if you're worried about your sheets
cbellantoni,"I even included the press in my turkey assassination fairy tale. 

""'I want these turkey hunters stopped!' Bang! Th... https://t.co/hOg8n37t1C"
cbellantoni,"""The phone went dead and so did Mary Anne."""
cbellantoni,"""Imagine it, me, President Turkey in Washington D.C."""
cbellantoni,This grade school piece of art shows that I was both a weirdo and interested in politics at a very young age. https://t.co/fXCyBXzm5V
cbellantoni,"Incredible, must-read piece https://t.co/boGj7VsgUG"
cbellantoni,"@lizzieohreally Every time you stop, let baby lay flat on a blanket for a few minutes"
cbellantoni,"Today in I Can't Escape Politics, I randomly picked one episode of 25 seasons available. And here's Hillary Clinton... https://t.co/fawFuwqleM"
cbellantoni,"@hbecerraLATimes @latimes @brittny_mejia @haileybranson How awful, I'm so sorry. Sending light to you and your families."
cbellantoni,"RT @alemolina: The @latimes needs to stand up and do right by @piescarcega. From Riverside and a family of naranjeros, she represents the k..."
cbellantoni,@ericathetrojan @AnnenbergMedia Looks like a great night. Can't wait to see you all in January!
cbellantoni,Information Twitter is the best Twitter https://t.co/b1gh1Ux9sB
cbellantoni,@CahnEmily It's always Saturday morning!
cbellantoni,"RT @JamesYoungKY: Hello, my name is James. I'm a fmr Elections Admin of a large urban county, am registered @GOP, and actively work with hu..."
cbellantoni,Nice! Aussie husband helped me do the quiz. Lots of fun. https://t.co/kcG3zdzS5n
cbellantoni,Beautiful piece about a warm and wonderful young man. https://t.co/ObZ3aCeh8b
cbellantoni,"@Jason_Botelho My real three year old wasn't nearly as impressed as he should have been. (He did, however, notice t... https://t.co/um6RCZqHnW"
cbellantoni,"@StephenKing Coincidentally, 9 years ago today getting to ask you a question at the JFK Library was one of the top... https://t.co/JIUdvYuylH"
cbellantoni,@midwestspitfire How else do you put out a dumpster fire?
cbellantoni,RT @juanvegadesoto: West Hollywood #Biden Victory Block Party - @johnlegend and @chrissyteigen just drove through to great applause https:/...
cbellantoni,I'm betting @marcambinder knows if Biden and family will have the same Secret Service code name?
cbellantoni,"As Trump talks, his Pennsylvania margin on right of Fox screen shrinks. https://t.co/OWlPfLETaw"
cbellantoni,"Was so desperate for a break from cable news I am watching Cats, ask me anything. https://t.co/rAyzldg8cy"
cbellantoni,"RT @CPotterPgh: Here I am going to try to address some confusion about why Allegheny County is not going to begin counting 30,000+ ballots..."
cbellantoni,"Here's an idea: If everyone, everywhere had been encouraged to mail a ballot and stay safe from a global pandemic,... https://t.co/kit0aPF2Z7"
cbellantoni,"6 long long years ago...
The event that set the trajectory for the Trump presidency. https://t.co/otT5npgt1O"
cbellantoni,"Don't get me wrong, maternity leave and hanging out with my two kids is amazing, but I sure wish I was in a classro... https://t.co/bfMbN8RVEt"
cbellantoni,@madebykathryn @JudyWoodruff @NewsHour @sarajust Love seeing all those badass ladies! Thanks for all that you do!
cbellantoni,The @SteveKornacki Cam is the best thing about tonight. Thanks for being one of the best political nerds in the biz!
cbellantoni,"@AshleyRParker @mikiebarb Awwww! Also, hi @LATSeema!"
cbellantoni,"Upside: More booze?
Maybe that's just my house. https://t.co/JWFJQn9d33"
cbellantoni,@CShalby Make sure to eat some fruit!
cbellantoni, https://t.co/y71iDfEAwO
cbellantoni,"How did we do? No, we never ate it. Hope you've enjoyed this thread I've been saving for months as something to pas... https://t.co/OCT3cGxsfP"
cbellantoni,We tried using the icing as glue. My kid tasted the icing. He didn't want a second taste. https://t.co/jxt90jhert
cbellantoni,"We gave it our best effort. But the colors weren't quite red, white and blue, and there weren't enough to really ma... https://t.co/tgmXZtsWyB"
cbellantoni,"But it was pretty old, and things started to fall apart. Was it a metaphor? Who knows, but the columns crumbled to... https://t.co/755qzNb4nR"
cbellantoni,"As baking fever set in at the start of the pandemic, it seemed only natural to finally decorate the cookie White Ho... https://t.co/VyGTk7MXqy"
cbellantoni,"About a million years ago, @raablauren gave me this White House cookie kit as a gift for my @latimes office. It sat... https://t.co/ezUhpp7fef"
cbellantoni,@cmaiduc Brilliant!
cbellantoni,I had high hopes of getting the Annenberg student journalists to duplicate the idea this year. There are few substi... https://t.co/CK6AxcD7do
cbellantoni,It was a fun time and an interesting reporting project at a much different time. Three of the six of us still work... https://t.co/LA3tlYUv5d
cbellantoni,4 long years ago I took my @latimes team to Disneyland and we did this story revealing the negative feelings people... https://t.co/FoPHhiETnw
cbellantoni,"@dhtoomey In fairness, it's relevant timing to be searching for how to spot a zombie."
cbellantoni,Today in memes that don't hold up... https://t.co/0Gjq2sNr7c
cbellantoni,A fake newspaper designed to sway voters. https://t.co/urhpKcQ12v
cbellantoni,@JuliePhillips_0 @melmason @cmaiduc @cmarinucci @mlagos Look at all these amazing women! Makes me really happy.
cbellantoni,RT @priyakkumar: I don't know many WOC journalists who Mitra hasn't inspired or mentored in some way -- couldn't be more excited for you an...
cbellantoni,"RT @DEADLINE: Deadline Note To Readers

A draft post of a story about Vice President Mike Pence testing positive for coronavirus that was n..."
cbellantoni,@meredithshiner Drink coconut water and eat watermelon and you'll get there by 5 weeks
cbellantoni,Happy 10 years since @EvanMcS @brianbeutler @ryanjreilly sang karaoke in TPM solidarity. We were all so young! https://t.co/MA6fxtYwfV
cbellantoni,@marymacTV @laura_nelson @JulieWestfall @PhillyInquirer Lucky paper! Excited to see what you do over there.
cbellantoni,"RT @guypbenson: Doing my job properly requires intellectual honesty, which sometimes entails saying things that I believe are true -- even i..."
cbellantoni,I miss hugging so much. https://t.co/C57Hq2SKF1
cbellantoni,@Jason_Botelho Might help entertain Maxwell!
cbellantoni,"RT @SchoofsFeed: And still more congratulations to David Zhao, Tami Olafunmiloye, and Brian Lee, as well as to @sophiecomeauusc @waylon_atx..."
cbellantoni,Wow! So cool our @USCAnnenberg students got to work on this! https://t.co/HFzHwwox5w
cbellantoni,@charpruett I spy some Aussie influences. Patrick uses faffing about on the regular
cbellantoni,"RT @skarlamangla: California's COVID numbers are really improving!! there are 2,821 people in the hospital with COVID statewide, compared t..."
