username,text,cleaned_text
neiltyson,Physicists have long suspected the real reason why Italian restaurants never serve pasta with the anti-pasta course... https://t.co/oDkZyzQ6ZF,physicists have long suspected the real reason why italian restaurants never serve pasta with the anti pasta course
neiltyson,@pkobly yuup.  It happens sometimes.,yuup it happens sometimes
neiltyson,"Geeky, dad-joke alert...",geeky dad joke alert
neiltyson,"Done it many times, but always thought it odd that Easter, the holiest day on the Christian calendar, commemorating... https://t.co/GBc2IYdrtM",done it many times but always thought it odd that easter the holiest day on the christian calendar commemorating
neiltyson,"From an earlier tweet...

""The Universe is under no obligation to make sense to you.""

Weekly image &amp; link to a Tee-s... https://t.co/uvHDTwXSXo",from an earlier tweetthe universe is under no obligation to make sense to youweekly image &amp link to a tee s
neiltyson,"@TheRambler14 Perhaps.

But it doesn't proclaim restrictions on your sexual preference or who you can marry.",perhapsbut it doesnt proclaim restrictions on your sexual preference or who you can marry
neiltyson,The Universe is under no obligation to make sense to you.,the universe is under no obligation to make sense to you
neiltyson,"@robk84 @Rodrigo14973985 @macofaquitane @WrenwolfX @Eazy_EI @Parthenogene Somebody didn't read ""The Pluto Files""...... https://t.co/fBQWlRsl0c",somebody didnt read the pluto files
neiltyson,"For those among you who, after all these years, still carry a grudge about my role in Pluto's demotion, please know... https://t.co/ZcErwXciXU",for those among you who after all these years still carry a grudge about my role in plutos demotion please know
neiltyson,@deaerti @BritPakOnline @Bellpipe41 @MindfulDamage @jimmbizzle @tracy_1776 @TakeThatDarwin @rhysc89 @RichardDawkins... https://t.co/6EXwBC6yhb,
neiltyson,"@tarlisportela I hear you.  I tried to help:

https://t.co/unqeZfo3j0",i hear you i tried to help
neiltyson,"Never knew that cat-crunches were a thing.

Or maybe it's early fitness-prep for when they take over the world and... https://t.co/ruS3R3oMeg",never knew that cat crunches were a thingor maybe its early fitness prep for when they take over the world and
neiltyson,@josephQED I hear you.  Unfortunately no. Amazon was a solution to the widespread bootlegged merchandise being sold... https://t.co/g1wOQ0uqs8,i hear you unfortunately no amazon was a solution to the widespread bootlegged merchandise being sold
neiltyson,"""Let's Make America Smart Again"". 

I'm just saying.

Weekly image &amp; link to a Tee-shirt. Conceived &amp; designed by f... https://t.co/vHVOgSzIi9",lets make america smart again im just sayingweekly image &amp link to a tee shirt conceived &amp designed by f
neiltyson,"@GJGrubb Yup.  Or rather, to never coincide with Passover, which it was at risk of doing before the Gregorian jump-... https://t.co/TZc2UilXXF",yup or rather to never coincide with passover which it was at risk of doing before the gregorian jump 
neiltyson,"Today, March 28, 2021, just missed being Easter Sunday.

Rules of the Gregorian Calendar (begun in 1582) place East... https://t.co/jNb2wZs0VI",today march   just missed being easter sundayrules of the gregorian calendar begun in  place east
neiltyson,"@ElijahMrLove @skdh Precisely.

If the base of your ship is where you want your ""gravity"" to manifest, then truning... https://t.co/TUClceLeiz",preciselyif the base of your ship is where you want your gravity to manifest then truning
neiltyson,"With Google &amp; Apple maps, we've lost the radio voices of Traffic Reporters.  Thanks Jon, for hilariously reminding... https://t.co/QTP3uqxTQF",with google &amp apple maps weve lost the radio voices of traffic reporters thanks jon for hilariously reminding
neiltyson,"@FarFarOutThere Thanks. To be precise (and accurate) I shoiuld have said ""Historical"" Latin names.",thanks to be precise and accurate i shoiuld have said historical latin names
neiltyson,"I kinda like ""Luna"", our Moon's offical name.

And while we're at it, the official name of our Sun is ""Sol"", and Ea... https://t.co/MmQHdqQ1x0",i kinda like luna our moons offical nameand while were at it the official name of our sun is sol and ea
neiltyson,@Jayzwatching Yup.  A Classic.,yup a classic
neiltyson,"@kartik_k9r @CenterRotation Very good point. That was callous and presumptive of me.  

I'll offer here the last th... https://t.co/4jXeFAx6On",very good point that was callous and presumptive of me ill offer here the last th
neiltyson,"@CenterRotation Hate to do it this way, but if y'all are surgeons, you can afford to buy the book: Cosmic Queries.... https://t.co/javKlpF9KQ",hate to do it this way but if yall are surgeons you can afford to buy the book cosmic queries
neiltyson,"Indeed, across Earth..
Philosophy + Science = Hammer Time

But personally, if I were an MC, I'd want to be ""MC-Squa... https://t.co/YVmwyQ7hgN",indeed across earthphilosophy + science = hammer timebut personally if i were an mc id want to be mc squa
neiltyson,@Eduede1 @MCHammer Thanks for your note. My views on the subject are more nuanced than are typically reflected in t... https://t.co/RGUYSuHTp3,thanks for your note my views on the subject are more nuanced than are typically reflected in t
neiltyson,@mhuyton I think that's how Christmas continues to this day.,i think thats how christmas continues to this day
neiltyson,"Leonard Nimoy's 90th Birthday.

While bingeing the Twilight Zone, I caught him in the 1961 episode ""A Quality of Me... https://t.co/0ury8k6rVL",leonard nimoys th birthdaywhile bingeing the twilight zone i caught him in the episode a quality of me
neiltyson,"@Elias_Illescas Thanks.  But last I checked, instagram doesn't do well wth embedded links.  And I'm hesitant to pos... https://t.co/vfUaEdhupo",thanks but last i checked instagram doesnt do well wth embedded links and im hesitant to pos
neiltyson,@Tibiwar de nada.,de nada
neiltyson,"Got two minutes?

""Because of Science""

[Brief Commentary: Adapted from the Wall Street Journal - 430 words]... https://t.co/0lRQ2eIZW2",got two minutesbecause of sciencebrief commentary adapted from the wall street journal   words
neiltyson,"@bindystl A time-condensed description of what happened:

The Egg came first. It was just laid by a bird that was not a chicken.",a time condensed description of what happenedthe egg came first it was just laid by a bird that was not a chicken
neiltyson,"@jonahpowell9 Seems to me, the air to generate the haa sound emanates from deeper in your lungs, where the inhaled... https://t.co/yrHfC0TMv6",seems to me the air to generate the haa sound emanates from deeper in your lungs where the inhaled
neiltyson,"@WilloughbyWatts @WilliamShatner Good one!  I should have said three days for us, not on the ship.",good one i should have said three days for us not on the ship
neiltyson,"@BadAstronomer ""Enjoying"" ?",enjoying 
neiltyson,"@ptnaughton @Spartan513 @RichardDawkins And here's why it works...

https://t.co/EpJBc7teF5

So in this instance, you... https://t.co/g53TPeth1E",and heres why it works in this instance you
neiltyson,"The imitable @WilliamShatner just completed his 90th trip around the Sun.

That's 52,600,000,000 miles -- a distance... https://t.co/GudPadxTBg",the imitable just completed his th trip around the sunthats miles    a distance
neiltyson,"@ptnaughton @Spartan513 @RichardDawkins One more, of many...

https://t.co/zhOjNrDYlL",one more of many
neiltyson,@ptnaughton @Spartan513 @RichardDawkins Should what you are unaware of in the world be your best measure of what is... https://t.co/NAvYoZAYJI,should what you are unaware of in the world be your best measure of what is
neiltyson,@sesameplexer You tell me what time I was born and we can see how accurate astrolgy is.,you tell me what time i was born and we can see how accurate astrolgy is
neiltyson,"@scottapadgett @LuneSecrete @rogertansey From the year 1600 onwards, what is your best example of an experimentally... https://t.co/65Vqf0JBnY",from the year onwards what is your best example of an experimentally
neiltyson,"@scottapadgett @LuneSecrete @rogertansey That concept applies only to science on the moving frontier, and not to sc... https://t.co/pL4Mg7Gz0z",that concept applies only to science on the moving frontier and not to sc
neiltyson,"Inspired by an earlier Tweet...

""I Love the smell of the Universe in the morning.""

Weekly image &amp; link to a zip-Hoo... https://t.co/hloQEEuWiS",inspired by an earlier tweeti love the smell of the universe in the morningweekly image &amp link to a zip hoo
neiltyson,"@AudiRae Hydrogen Sulfide, the gas that gives flatulents their characteristic smell, freezes at 116 degrees below z... https://t.co/lKlmXMh6FU",hydrogen sulfide the gas that gives flatulents their characteristic smell freezes at degrees below z
neiltyson,"@scottapadgett @LuneSecrete @rogertansey Thanks for your note. I appreciate your sentiment, but what you say is not... https://t.co/HmiMdkZ4vU",thanks for your note i appreciate your sentiment but what you say is not
neiltyson,"Sun tables for today show slightly more than 12 hours of daylight.

Light bends on entering Earth's atmosphere from... https://t.co/wL84AzSA0F",sun tables for today show slightly more than hours of daylightlight bends on entering earths atmosphere from
neiltyson,@TheWhiskyMaker @symbolium @RichardCheese Caused by the refraction of sunlight entering Earth's atmosphere from spa... https://t.co/l5pthSPGMG,caused by the refraction of sunlight entering earths atmosphere from spa
neiltyson,"Astrologically, today is the ""First Point of Aries,"" when the Sun first visits the constellation Aries on the sky.... https://t.co/XZ7toeJ0yR",astrologically today is the first point of aries when the sun first visits the constellation aries on the sky
neiltyson,"Oh, and a Happy Nowruz to all who celberate the begining of a new year on the Persian solar calendar. https://t.co/aPeOD7jJXm",oh and a happy nowruz to all who celberate the begining of a new year on the persian solar calendar
neiltyson,"Merry Equinox to all residents of planet Earth. On this day, Earth's tilted axis points neither towards nor away fr... https://t.co/VQFA5culro",merry equinox to all residents of planet earth on this day earths tilted axis points neither towards nor away fr
neiltyson,@ExogenesisHH @GrimyMexican @TheProjectUnity @SteUFOnotCGULLS @jamescfox Apologies. I guess my correspondence was n... https://t.co/iPwonQ42dN,apologies i guess my correspondence was n
neiltyson,"It's rumored that butterflies are the cause of all chaos in the world...

https://t.co/2pC2HlXe1G https://t.co/kaMyTK8KDP",its rumored that butterflies are the cause of all chaos in the world
neiltyson,"Or when butterflies attack....

https://t.co/ysyNKnWmsR",or when butterflies attack
neiltyson,"@ExogenesisHH @TheProjectUnity @SteUFOnotCGULLS @jamescfox I want an actual alien. That's admittedly a high bar, bu... https://t.co/ioMclPs45D",i want an actual alien thats admittedly a high bar bu
neiltyson,@ExogenesisHH @TheProjectUnity @SteUFOnotCGULLS @jamescfox We're looking at the same evidence and drawing different... https://t.co/HGnIkJ2ZwC,were looking at the same evidence and drawing different
neiltyson,"@ExogenesisHH @TheProjectUnity @SteUFOnotCGULLS @jamescfox If you are certain that we've been visited by Aliens, ei... https://t.co/FmShEEZR3V",if you are certain that weve been visited by aliens ei
neiltyson,"Inspired by an earlier Tweet:
""Since the Universe has no center, you can't be it.""

Weekly image &amp; link to apparel.... https://t.co/Uj0PgAy2vy",inspired by an earlier tweetsince the universe has no center you cant be itweekly image &amp link to apparel
neiltyson,@SteUFOnotCGULLS @jamescfox It's the very fact that I continually review the UFO literature that leaves me unconvin... https://t.co/77euhGSIfB,its the very fact that i continually review the ufo literature that leaves me unconvin
neiltyson,"Since the Universe has no center, you can't be it. https://t.co/FmWSPMfZzV",since the universe has no center you cant be it
neiltyson,@leahbug56 Really? All I did was look it up and paste it into Twitter. An earlier Tweet displays how many digits I... https://t.co/0QDlvRtWYr,really all i did was look it up and paste it into twitter an earlier tweet displays how many digits i
neiltyson,"And so ends my #PiDay excursions.

Will now return to my regular programming schedule in the Twitterverse.",and so ends my excursionswill now return to my regular programming schedule in the twitterverse
neiltyson,"Oh, and Happy Birthday to Albert Einstein. Born in Ulm Germany on #PiDay, 1879. https://t.co/DLldUrkPEZ",oh and happy birthday to albert einstein born in ulm germany on  
neiltyson,"Off-season #PiDay Geek humor...

QUESTION:  What do you get when you divide a Pumpkin's circumference by its Diameter?

ANSWER:  Pumpkin Pi",off season geek humorquestion what do you get when you divide a pumpkins circumference by its diameteranswer pumpkin pi
neiltyson,"Seriously Geeky #PiDay Dad-Joke alert...

In mathematics, Pi are not round.  Pi are squared.",seriously geeky dad joke alertin mathematics pi are not round pi are squared
neiltyson,"I want to eat Pizza at this place on #PiDay.

https://t.co/BfYxsxusxV",i want to eat pizza at this place on 
neiltyson,"For Algebra Pizza Geeks on #PiDay...

The volume of a cylinder is
V = pi  r^2 h

Think of a Pizza as a very short,... https://t.co/EUfkCWGQih",for algebra pizza geeks on the volume of a cylinder isv = pi r^2 hthink of a pizza as a very short
neiltyson,"Mathematically, your Hat Size is the diameter of your head in inches, if your head were a perfect sphere, on #PiDay. https://t.co/NYBk4KfpaD",mathematically your hat size is the diameter of your head in inches if your head were a perfect sphere on 
neiltyson,"Not that anybody asked, but...
 
Measure the circumference of your head in inches, then divide that number by Pi. Tha... https://t.co/gbLuPYuJyo",not that anybody asked but measure the circumference of your head in inches then divide that number by pi tha
neiltyson,3.14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798214808651328... https://t.co/DTPQmNt6Mz,
neiltyson,"What follows is the most Pi that Twitter can handle, on #PiDay....",what follows is the most pi that twitter can handle on 
neiltyson,"On #PiDay, Pi written as 3.14 can get you far, but it's missing all the rest of the decimals that make it not only... https://t.co/lAkfhR7Nra",on  pi written as can get you far but its missing all the rest of the decimals that make it not only
neiltyson,"On #PiDay, sixty-four decimal places of Pi can get you the Observable Universe's circumference down to a sextillionth the size of a Proton.",on  sixty four decimal places of pi can get you the observable universes circumference down to a sextillionth the size of a proton
neiltyson,"Pi to 32 decimal places.

On #PiDay, that's it takes for all ten Arabic numerals to appear at least once:

3.141592... https://t.co/DcG3kbCJgE",pi to decimal placeson  thats it takes for all ten arabic numerals to appear at least once3141592
neiltyson,"On #PiDay, personally, I'm good for a baker's dozen of digits: 3.141592653589.

Enough to get me Earth's circumference to 1/1000 of an inch.",on  personally im good for a bakers dozen of digits enough to get me earths circumference to  1000 of an inch
neiltyson,"To some, the value of Pi is the ratio of a circle's circumference to its diameter.

To others, value of Pi is $3.79... https://t.co/hKWoLCM2nk",to some the value of pi is the ratio of a circles circumference to its diameterto others value of pi is 379
neiltyson,"Pi is useful in Math, Science, &amp; Engineering. It even appears in Einstein's Relativity

And in Geeky kitchens, wher... https://t.co/0YUMrG2iLt",pi is useful in math science &amp engineering it even appears in einsteins relativityand in geeky kitchens wher
neiltyson,"The ""P"" sound in the Greek letter Pi evokes ""periphery"".

Multiply any circle's diameter by Pi and you get its circumference on #PiDay",the p sound in the greek letter pi evokes peripherymultiply any circles diameter by pi and you get its circumference on
neiltyson,"@Callout3 Then, I suppose, #PiDay cannot exist in the UK. Sorry.",then i suppose cannot exist in the uk sorry
neiltyson,"So that we're all on the same Pi-page...

If you measure the circumference of a (flat) circle and divide it by the di... https://t.co/CTDUOo3nfp",so that were all on the same pi pageif you measure the circumference of a flat circle and divide it by the di
neiltyson,"March 14 (3.14)

Happy #PiDay to all the pi-lingual peoples of the world.",march 314happy to all the pi lingual peoples of the world
neiltyson,A sustained meditation on  #PiDay follows...,a sustained meditation on follows
neiltyson,@gmweiser @HarshPatel2100 No. I don't have public agendas.  But I'm intrigued when people divide over what they thi... https://t.co/JVpauRF92k,no i dont have public agendas but im intrigued when people divide over what they thi
neiltyson,"@willringgen @HarshPatel2100 Maybe I'm wrong. But as I understand it, nearly all cowmilk we consume derives from co... https://t.co/dGuJ5enp4c",maybe im wrong but as i understand it nearly all cowmilk we consume derives from co
neiltyson,@SwissYooper FYI:  I verified your point of origin before I replied to you.  Had you hailed from Australia or the F... https://t.co/63q7a2AExf,fyi i verified your point of origin before i replied to you had you hailed from australia or the f
neiltyson,"@HarshPatel2100 Honest, objective truths can land anywhere on the darkness spectrum.",honest objective truths can land anywhere on the darkness spectrum
neiltyson,"Thanks. I should have said ""Cattle"", so these two clearly won't be lactating, but will nonetheless likely end up on... https://t.co/25sr8qZ6Is",thanks i should have said cattle so these two clearly wont be lactating but will nonetheless likely end up on
neiltyson,Nice to see how Cows can be playful in their spare time -- when not being slaughtered for steak or artificially indu... https://t.co/5vWxD50Kab,nice to see how cows can be playful in their spare time    when not being slaughtered for steak or artificially indu
neiltyson,@SwissYooper aaaaalmost.,aaaaalmost
neiltyson,"Dedication &amp; Brief Introduction... 

https://t.co/S18uIRf7u5 https://t.co/IeuWws2iH1",dedication &amp brief introduction
neiltyson,"@wozniak2012 We would fly off at a tangent, into interstellar space at our current orbital speed of 18 mi/sec.  And... https://t.co/k45m4y12pD",we would fly off at a tangent into interstellar space at our current orbital speed of mi sec and
neiltyson,"How did it all begin? 
How will it all end?
What's it all made of?
Are we alone in the Universe?
Do we live in a si... https://t.co/ndMGeKyfW5",how did it all begin how will it all endwhats it all made ofare we alone in the universedo we live in a si
neiltyson,@Kartikayprashar The world looks different when you are scientifically literate.,the world looks different when you are scientifically literate
neiltyson,"A pot of Aurum awaits a geeky St. Patrick's day, in 9 days

Weekly image &amp; link to a Hoodie. Conceived &amp; designed b... https://t.co/X0tpQRWxEA",a pot of aurum awaits a geeky st patricks day in daysweekly image &amp link to a hoodie conceived &amp designed b
